"Name","Rarity","SightRange","DeployTime","ChargeRange","Speed","Hitpoints","HitSpeed","LoadTime","Damage","DamageSpecial","CrownTowerDamagePercent","LoadFirstHit","StopTimeAfterAttack","StopTimeAfterSpecialAttack","Projectile","CustomFirstProjectile","MultipleProjectiles","MultipleTargets","AllTargetsHit","Range","MinimumRange","SpecialMinRange","SpecialRange","SpecialLoadTime","SpecialReadyEffect","AttacksGround","AttacksAir","DeathDamageRadius","DeathDamage","DeathPushBack","AttackPushBack","LifeTime","ProjectileSpecial","ProjectileEffect","ProjectileEffectSpecial","AreaDamageRadius","TargetOnlyBuildings","SpecialAttackInterval","BuffOnDamage","BuffOnDamageTime","StartingBuff","StartingBuffTime","FileName","BlueExportName","BlueTopExportName","RedExportName","RedTopExportName","UseAnimator","AttachedCharacter","AttachedCharacterHeight","DamageEffect","DamageEffectSpecial","DeathEffect","MoveEffect","LoopMoveEffect","SpawnEffect","CrowdEffects","ShadowScaleX","ShadowScaleY","ShadowX","ShadowY","ShadowSkew","ShadowCustom","ShadowCustomLow","Pushback","IgnorePushback","Scale","CollisionRadius","Mass","TileSizeOverride","AreaBuff","AreaBuffTime","AreaBuffRadius","HealthBar","HealthBarOffsetY","ShowHealthNumber","FlyingHeight","FlyDirectPaths","FlyFromGround","DamageExportName","GrowTime","GrowSize","MorphCharacter","MorphEffect","HealOnMorph","AreaEffectOnMorph","MorphTime","MorphKeepTarget","AttackStartEffect","AttackStartEffectSpecial","DashImmuneToDamageTime","DashStartEffect","DashEffect","DashCooldown","JumpHeight","DashPushBack","DashRadius","DashDamage","DashFilter","DashConstantTime","DashLandingTime","LandingEffect","DashMinRange","DashMaxRange","JumpSpeed","ContinuousEffect","SpawnStartTime","SpawnInterval","SpawnNumber","SpawnLimit","SpawnPauseTime","SpawnCharacterLevelIndex","SpawnCharacter","SpawnProjectile","SpawnCharacterEffect","SpawnDeployBaseAnim","SpawnRadius","DeathSpawnCount","DeathSpawnCharacter","DeathSpawnProjectile","DeathSpawnRadius","DeathSpawnMinRadius","SpawnAngleShift","DeathSpawnDeployTime","DeathSpawnPushback","DeathAreaEffect","DeathInheritIgnoreList","Kamikaze","KamikazeTime","KamikazeEffect","SpawnPathfindSpeed","SpawnPathfindEffect","SpawnPathfindMorph","SpawnPushback","SpawnPushbackRadius","SpawnAreaObject","SpawnAreaObjectLevelIndex","ChargeEffect","TakeDamageEffect","ProjectileStartRadius","ProjectileStartZ","StopMovementAfterMS","WaitMS","DontStopMoveAnim","IsSummonerTower","NoDeploySizeW","NoDeploySizeH","TID","VariableDamageLifeTime","VariableDamageTransitionTime","VariableDamage2","VariableDamageTime1","VariableDamage3","VariableDamageTime2","TargettedDamageEffect1","TargettedDamageEffect2","TargettedDamageEffect3","DamageLevelTransitionEffect12","DamageLevelTransitionEffect23","FlameEffect1","FlameEffect2","FlameEffect3","TargetEffectY","SelfAsAoeCenter","HidesWhenNotAttacking","HideTimeMs","HideBeforeFirstHit","SpecialAttackWhenHidden","TargetedHitEffect","TargetedHitEffectSpecial","UpTimeMs","HideEffect","AppearEffect","AppearPushbackRadius","AppearPushback","AppearAreaObject","ManaCollectAmount","ManaGenerateTimeMs","ManaGenerateLimit","HasRotationOnTimeline","TurretMovement","ProjectileYOffset","ChargeSpeedMultiplier","DeployDelay","DeployBaseAnimExportName","JumpEnabled","SightClip","AreaEffectOnDash","SightClipSide","WalkingSpeedTweakPercentage","ShieldHitpoints","ShieldDiePushback","ShieldLostEffect","BlueShieldExportName","RedShieldExportName","LoadAttackEffect1","LoadAttackEffect2","LoadAttackEffect3","LoadAttackEffectReady","RotateAngleSpeed","DeployTimerDelay","RetargetAfterAttack","AttackShakeTime","VisualHitSpeed","Ability","Burst","BurstDelay","BurstKeepTarget","ActivationTime","AttackDashTime","LoopingFilter","BuildingTarget","SpawnConstPriority"
"MegaKnight","Legendary",5500,1000,,60,3300,1800,1200,240,,,,,,,,,,,1000,,,,,,"true",,,,,,,,,,1300,,,,,,,"sc/chr_pekka.sc","mega_knight_skin01",,"mega_knight_skin01_red",,"true",,,"mega_knight_hit",,"mega_knight_die","mega_knight_steps",,"mega_knight_deploy",,80,80,,,,,,,"true",100,750,18,,,,,"High",,,,,,"filter_damage_wobble",,,,,,,,,"mega_knight_attack_start",,,"mega_knight_dash_start","mega_knight_dashing",1100,3000,1000,2200,480,"filter_mega_knight_jump",800,300,"mega_knight_dash_end",4000,5000,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,,,,,,,,,,,,,"TID_SPELL_MEGAKNIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTINUSE8","Legendary",5500,1000,,120,320,800,600,55,,,,,,,,,,,500,,,,,,"true",,,,,,,,,,,"true",,,,,,"sc/chr_golemite.sc","golemite",,"golemite_red",,"true",,,"goblins_hit",,"goblins_die","goblins_steps",,"goblins_deploy",,50,50,-5,5,35,,,,,90,750,2,,,,,"Small",,,,,,"filter_damage",,,,,,,,,"goblins_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,350,,,,,,,"TID_CHARACTER_GOBLIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SkeletonBalloon","Common",7700,1000,,60,300,300,200,,,,,,,,,,,,350,,,,,,"true",,,,,,,,,,,"true",,,,,,"sc/chr_skeleton_balloon.sc","skeleton_balloon",,"skeleton_balloon_red",,"true",,,"skeleton_balloon_hit",,"skeleton_balloon_die","skeleton_balloon_steps","true","skeleton_balloon_deploy",,75,40,,5,15,,,,,95,500,7,,,,,"Medium",,,3100,"true",,"filter_damage_wobble",,,,,,,,,"skeleton_balloon_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"SkeletonContainer",,,,,,,,,"true",500,"skeleton_balloon_die",,,,,,,,,,450,450,,,,,,,"TID_SPELL_BALLOON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,2000,,,,,,,,,,,,,,,,,,,,,,,,
"DartBarrell","Rare",6000,1000,,90,290,1000,500,,,,,,,"DartBarrellProjectile",,,,,6000,,,,,,"true","true",,,,,,,"flying_machine_attack",,,,,,,,,"sc/chr_flying_machine.sc","flying_machine",,"flying_machine_red",,"true",,,,,"flying_machine_die","flying_machine_steps","true","flying_machine_deploy",,75,75,,5,25,"flying_machine_shadow",,,,90,500,3,,,,,"Medium",-10,,4000,,,"filter_damage",,,,,,,,,"flying_machine_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1300,,,,,,,"TID_CHARACTER_BLOWDART_GOBLIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,"filter_deploy_unit_default",,,,,,,,,,,,,,,224,,,,,,,,,,,,,
"Berserker","Common",5500,1000,,90,350,600,400,40,,,,,,,,,,,800,,,,,,"true",,,,,,,,,,,,,,,,,"sc/berserker/chr_archer.sc","berserker",,"berserker_enemy",,"true",,,"duelist_atk_hit_01",,"duelist_die","duelist_steps",,"duelist_deploy",,80,80,-5,5,25,,,,,64,450,2,,,,,"Medium",,,,,,"filter_damage",,,,,,,,,"duelist_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,350,,,,,,,"TID_SPELL_BERSERKER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KnightGhost","Common",5500,1000,,45,1700,600,400,200,,,,,,,,,,,8000,,,,,,,"true",,,,,,,,,2000,,,,,,,"sc/chr_ghost_dl.sc","ghost",,"ghost",,"true",,,"duelist_atk_hit_01",,"duelist_die","duelist_steps",,"Ghost_deploy",,80,80,-5,5,25,,,,,192,450,2,,,,,"Medium",,,2000,,,"filter_damage",,,,,,,,,"duelist_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,350,,,,,,,"TID_SPELL_BERSERKER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MagicArcher","Common",5500,1000,,80,300,1200,,100,,,,,,"ice_wizardProjectile",,,,,7500,,,,,,"true","true",,,,200,,,"zapmachine_attack","zapmachine_attack",4000,,,,,,,"sc/chr_magic_archer_dl.sc","magic_archer",,"magic_archer_red",,"true",,,,,"chr_wizard_die","ArcherSteps",,"ArcherDeploy",,75,75,,-15,25,,,,"true",100,500,3,,,,,"Small",-10,,,,,"filter_damage",,,,,,,,,"chr_wizard_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1800,,,,,,,"TID_CHARACTER_ARCHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"icearcher","Legendary",5500,1000,,70,665,1200,1000,,,,,,,"zap",,,,,6800,,,,,,"true","true",,,,,,,,,,,,,,,,"sc/chr_magic_archer_dl.sc","magic_archer",,"magic_archer_red",,"true",,,,,"ice_wizard_die","ice_wizard_steps",,"dark_elixir_drop",,80,80,,,35,,,,,100,500,5,,,,,"Medium",-8,,,,,"filter_damage",,,,,,,,,"ice_wizard_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,1500,,,,,,,"TID_SPELL_ICEARCHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,-26,,,,,,,,,"zapmachine_load_weapon",,,,,,,,,,,,,,
"ghost","Common",5500,1000,,100,420,1300,700,105,,,,,,,,,,,1000,,,,,,"true","true",,,,,,,,,1500,,,,,,,"sc/chr_ghost_dl.sc","ghost",,"ghost",,"true",,,"knight_hit",,"knight_die","knight_steps",,"knight_deploy",,85,85,,-10,35,,,,,130,500,6,,,,,"Medium",35,,4000,,,"filter_damage",,,,,,,,,"knight_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,450,,,,,,,"TID_SPELL_GHOST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ghost2","Common",5500,1000,,100,440,1500,700,155,,,,,,,,,,,1000,,,,,,"true",,3000,250,,,,,,,1500,,,,,,,"sc/chr_ghost_dl.sc","ghost_blue",,"ghost_red",,"true",,,"knight_hit",,"knight_die","knight_steps",,"knight_deploy",,85,85,,-10,35,,,,,95,500,6,,,,,"Medium",35,,,,,"filter_damage",,,,,,,,,"knight_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ghost",,,,,,,,,,,,,,,,,,,,,450,450,,,,,,,"TID_SPELL_GHOST2",,,,,,,,,,,,,,,,,"true",1200,"true",,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gk","Hero",5500,1000,,60,1160,1100,700,200,,,,,,"Rage",,,,,1000,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_golden_knight_dl.sc","barbKing",,"barbKing_red",,"true",,,"knight_hit",,"knight_die","knight_steps",,"knight_deploy",,85,85,,-10,35,,,,,108,500,6,,,,,"Medium",35,"true",,,,"filter_damage",,,,,,,,,"knight_attack_start",,,,,,,,,,,,,,,,,,,5000,2,4,,,"Barbarian",,,,,,,,,,,,,,,,,,,,,,,,,,,450,450,,,,,,,"TID_SPELL_GK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dino","Legendary",5500,1000,,60,5000,1800,1200,90,,,,,,,,,,,5000,,,,,,"true","true",,,,,,,"inferno_dragon_attack",,2000,,,,,,,"sc/chr_dino.sc","dino_lvl1",,"dino_lvl1",,"true",,,"inferno_hit_effect",,"mega_knight_die","mega_knight_steps",,"mega_knight_deploy","true",80,80,,,,,,,"true",150,750,18,,,,,"High",,,,,,"filter_damage_wobble",,,,,,,,,"inferno_dragon_attack_start",,,"mega_knight_dash_start","mega_knight_dashing",1100,7000,1000,2200,960,"filter_mega_knight_jump",800,300,"mega_knight_dash_end",9000,9000,250,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,,,,,,,,,,,,,"TID_SPELL_DINO",,,100,1000,430,1000,"inferno_dragon_beam_lvl1","inferno_dragon_beam_lvl2","inferno_dragon_beam_lvl3",,,"inferno_dragon_muzzle_stage2","inferno_dragon_muzzle_stage2","inferno_dragon_muzzle_stage2",,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bo","Legendary",5500,1000,,70,665,1200,1000,,,,,,,"boarrow",,,,,6800,,,,,,"true","true",,,,,,,,,,,,,,,,"sc/chr_heist_skins_dl.sc","bo_archer",,"bo_archer_red",,"true",,,,,,,,,,80,80,,,35,,,,,110,500,5,,,,,"Medium",-8,,,,,"filter_damage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,1500,,,,,,,"TID_SPELL_BO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,-26,,,,,,,,,"zapmachine_load_weapon",,,,,,,,,,,,,,
"bo y el otro",,,,,,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc/chr_RockerA.sc","rockerA_idle1_9",,"rockerA_idle1_9",,"true",,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bo y el otro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DUO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc/chr_dino.sc","dino_lvl1",,"dino_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TID_SPELL_DUO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"rock","Common",5500,1000,,90,350,600,400,40,,,,,,,,,,,800,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_RockerA.sc","rockerA_idle1_9",,"rockerA_idle1_9",,,,,"duelist_atk_hit_01",,"duelist_die","duelist_steps",,"duelist_deploy",,80,80,-5,5,25,,,,,50,450,2,,,,,"Medium",,,,,,"filter_damage",,,,,,,,,"duelist_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,350,,,,,,,"TID_SPELL_ROCK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,500,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"shelly","Legendary",5500,1000,,70,665,1200,1000,,,,,,,"shellypro",,,,,6800,,,,,,"true","true",,,,,,,,,,,,,,,,"sc/chr_heist_skins_dl.sc","shelly_hunter",,"shelly_hunter_red",,"true",,,,,,,,,,80,80,,,35,,,,,85,500,5,,,,,"Medium",-8,,,,,"filter_damage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,1500,,,,,,,"TID_SPELL_SHELLY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,-26,,,,,,,,,"zapmachine_load_weapon",,,,,,,,,,,,,,
"kingbeta","Rare",6000,1000,,60,340,1100,600,,,,,,,"MusketeerProjectile",,,,,6000,,,,,,"true","true",,,,,,,"musketeer_attack",,,,,,,,,"sc/chr_royal_king.sc","king_royal_blue",,"king_royal_red",,"true",,,"musketeer_hit",,"musketeer_die","musketeer_steps",,"musketeer_deploy",,80,80,,-10,35,,,,,100,500,5,,,,,"Medium",,,,,,"filter_damage",,,,,,,,,"musketeer_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,450,450,,,,,,,"TID_SPELL_KINGBETA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"general","Epic",5000,1000,,60,400,2300,1000,,,,,,,"LighningSpell",,,,,6700,,,,,,"true","true",,,,,,,,,,,,,,,,"sc/chr_neutral_wizard.sc","Wizard_player",,"Wizard_enemy",,"true",,,"giant_skeleton_hit",,"giant_skeleton_die","giant_skeleton_steps",,"giant_skeleton_deploy","true",50,50,-5,5,35,,,,"true",85,1000,15,,,,,"High",,,,,,"filter_damage_wobble",,,,,,,,,"giant_skeleton_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,450,,,,,,,"TID_SPELL_GENERAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,-12,,,,,,,,,,,,,,,,,,,,,,,
"lavagolem","Rare",7000,1000,,165,595,900,1500,80,,,,,,,,,,,750,,,,,,"true","true",2200,133,,,,,"lava_hound_attack_start","lava_hound_attack_start",,"true",,,,,,"sc/chr_lava_golem.sc","lava_golem",,"lava_golem",,"true",,,,,"lava_hound_die","lava_hound_steps",,"lava_hound_deploy",,50,50,-5,5,35,,,,,100,700,6,,,,,"Medium",,,,,,"filter_damage",,,,,,,,,"golem_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,"FireBall",,,,,,,,,,,,,,350,350,470,80,"true",,,,"TID_SPELL_LAVAGOLEM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,2000,,2000,,,,,,,,,,,,,,,,,,,,,,,,
"bigdragon","Epic",5500,1000,,90,2200,1600,1300,,,,,,,"bigfire",,,,,3500,,,,,,"true","true",,,,,,,"dragon_attack_start",,,,,,,,,"sc/chr_dragon.sc","dragon1",,"dragon1_enemy",,"true",,,,,"baby_dragon_die","baby_dragon_steps",,"baby_dragon_deploy",,85,-60,,20,,,,,"true",130,500,5,,,,,"High",,,6500,,,"filter_damage_wobble",,,,,,,,,"baby_dragon_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1900,,,,,,,"TID_SPELL_BIGDRAGON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"skeletondragon","Epic",5500,1000,,90,333,1600,1300,,,,,,,"BabyDragonProjectile",,,,,3500,,,,,,"true","true",,,,,,,"dragon_attack_start",,,,,,,,,"sc/chr_skeleton_dragon_dl.sc","skeletondragon",,"skeletondragon_enemy",,"true",,,,,"baby_dragon_die","baby_dragon_steps",,"baby_dragon_deploy",,85,-60,,20,,,,,"true",101,500,5,,,,,"Medium",,,3500,,,"filter_damage_wobble",,,,,,,,,"baby_dragon_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1900,,,,,,,"TID_SPELL_SKELETONDRAGON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"babygoblin","Common",5500,1000,,120,31,1100,700,62,,,,,,,,,,,1000,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_baby_goblin_dagger_troop.sc","baby_goblin2",,"baby_goblin2_red",,"true",,,,,"goblins_deploy",,,"goblins_deploy","true",85,85,,-10,35,,,,,49,500,6,,,,,"Medium",35,,,,,"filter_damage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,450,,,,,,,"TID_SPELL_BABYGOBLIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"reinaduende","Common",5500,1000,,,900,2400,1000,,,,,,,"bagob",,,,,9000,,,,,,"true","true",,,,,,,,,,,,,,,,"sc/chr_goblin_queen_troop.sc","goblin_queen",,"goblin_queen_enemy",,"true",,,,,,,,,,80,80,,,35,,,,,80,500,5,,,,,"Medium",-8,,-4000,,,"filter_damage",,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,3,,,,"babygoblin",,,,,,,,,,,,,,,,,,,,,,,,,,,550,1500,,,,,,,"TID_SPELL_REINADUENDE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,-26,,,,,,,,,"zapmachine_load_weapon",,,,,,,,,,,,,,
"MEGAPEKKA","Common",5000,1000,,40,9000,1800,1300,1800,,,,,,,,,,,1200,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_pekka_evolution.sc","pekka_evolution",,"pekka_evolution_red",,"true",,,"pekka_hit",,"pekka_die","pekka_steps",,"pekka_deploy","true",80,80,,,35,,,,"true",111,750,18,,,,,"Medium",,,,,,"filter_damage_wobble",,,,,,,,,"pekka_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,450,,,,,,,"TID_SPELL_MEGAPEKKA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,20,,,,,,,,,,,,,,,,,,,,,,,
"rider","Common",5500,1000,,90,350,,400,40,,,,,,,,,,,800,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_wolf_rider_dl.sc","rider",,"rider",,"true",,,"duelist_atk_hit_01",,"duelist_die","duelist_steps",,"duelist_deploy",,80,80,-5,5,25,,,,,100,450,2,,,,,"Medium",,,,,,"filter_damage",,,,,,,,,"duelist_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,350,,,,,,,"TID_SPELL_RIDER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wolf","Common",5500,1000,,80,444,900,400,77,,,,,,,,,,,800,,,,,,"true",,,,,,,,,,,"true",,,,,,"sc/chr_wolf_rider_dl.sc","wolf",,"wolf",,"true","rider",2100,"duelist_atk_hit_01",,"duelist_die","duelist_steps",,"duelist_deploy",,80,80,-5,5,25,,,,,100,450,2,,,,,"Medium",,,,,,"filter_damage",,,,,,,,,"duelist_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,350,,,,,,,"TID_SPELL_WOLF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"prueba","Common",5500,1000,,60,1500,1100,400,,,,,,,"rayo",,,,,800,,,,,,"true",,,,,,,,,,,,,,,,,"sc/characters.sc","warmachine4",,"warmachine4",,"true",,,"duelist_atk_hit_01",,"zapmachine_die","zapmachine_die",,"zapmachine_die",,80,80,-5,5,25,,,,,150,450,2,,,,,"Medium",,,,,,"filter_damage",,,,,,,,,"duelist_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,350,,,,,,,"TID_SPELL_PRUEBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"esqueletovolador","Common",5500,1000,,55,790,1800,400,,,,,,,"rayo",,,,,5500,,,,,,"true","true",,,,,,,,,,,,,,,,"sc/characters.sc","elder_lvl1_fly",,"elder_lvl1_fly",,"true",,,"duelist_atk_hit_01",,"HealBottle",,,,,80,80,-5,5,25,,,,,110,450,2,,,,,"Medium",,,1000,,,"filter_damage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,350,,,,,,,"TID_SPELL_ESQUELETOVOLADOR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"skeletonch","Common",5500,1000,,90,160,1100,700,75,,,,,,,,,,,1000,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_hooligan.sc","skele_plumber_lvl1",,"skele_plumber_lvl1",,"true",,,"knight_hit",,"knight_die","knight_steps",,"knight_deploy",,85,85,,-10,35,,,,,100,500,6,,,,,"Medium",-50,,,,,"filter_damage",,,,,,,,,"knight_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,450,,,,,,,"TID_SPELL_SKELETONCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"plumber","Common",5500,1000,,90,350,1100,700,75,,,,,,,,,,,1000,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_hooligan.sc","plumber_lvl1",,"plumber_lvl1",,"true",,,"knight_hit",,"knight_die","knight_steps",,"knight_deploy",,85,85,,-10,35,,,,,100,500,6,,,,,"Medium",-50,,,,,"filter_damage",,,,,,,,,"knight_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,450,,,,,,,"TID_SPELL_PLUMBER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"APC","Common",5500,1000,,120,200,,700,,,,,,,,,,,,1000,,,,,,"true",,,,,,8000,,,,,"true",,,,,,"sc/chr_APC.sc","APC_lvl1",,"APC_lvl1",,"true",,,,,,,,,,85,85,,-10,35,,,,,170,500,60,,,,,"Medium",-50,,,,,"filter_damage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"plumber",,,,,,,,,,,,,,,,,,,,,450,450,,,,,,,"TID_SPELL_APC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jayjay","Common",5000,1000,,60,1900,1800,1300,200,,,,,,,,,,,1200,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_dino2.sc","jayjay_lvl1",,"jayjay_lvl1",,"true",,,"pekka_hit",,"pekka_die","pekka_steps",,"pekka_deploy","true",80,80,,,35,,,,"true",150,750,18,,,,,"Medium",,,,,,"filter_damage_wobble",,,,,,,,,"pekka_attack_start",,100,"assassin_dash_start","assassin_dashing",800,,40000,,200,"filter_bandit_charge",,,"assassin_dash_end",4000,5000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,450,,,,,,,"TID_SPELL_JAYJAY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,20,,,,,,,,,,,,,,,,,,,,,,,
